chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr6	37005258	37007109	439.5	-0.3	8.548e-03	3.831e-02
chr20	53001498	53002448	43.7	1.1	8.548e-03	3.837e-02
chr17	78341581	78342443	56.8	0.9	7.791e-03	3.838e-02
chr14	101844438	101845408	44	-1	8.385e-03	3.851e-02
chr2	84925854	84927308	518.1	-0.3	4.934e-03	3.856e-02
chr1	9626457	9630644	406.1	-0.3	8.639e-03	3.865e-02
chr1	166974607	166976198	424	0.3	8.937e-03	3.869e-02
chr9	113349103	113351179	684.7	-0.3	1.503e-03	3.869e-02
chr17	64779948	64781138	49.2	1	7.877e-03	3.872e-02
chr14	103091051	103092120	183.4	0.5	8.342e-03	3.896e-02
chr6	144583021	144584801	94.5	0.7	7.663e-03	3.915e-02
chr5	59038552	59040090	189.4	0.5	8.324e-03	3.936e-02
chr1	152036191	152037203	78.3	0.8	8.602e-03	3.937e-02
chr13	80342592	80343279	36	1.1	8.811e-03	3.937e-02
chr3	46693124	46694150	37.6	1.1	8.026e-03	3.937e-02
chr19	18279327	18282633	877.4	-0.3	2.694e-03	3.937e-02
chr5	36689894	36690742	170	0.5	8.357e-03	3.944e-02
chr15	41558362	41559964	330.8	0.4	8.226e-03	3.952e-02
chr10	92242169	92243352	29.2	-1.3	8.811e-03	3.963e-02
chr22	50547038	50547603	16.4	2.2	1.707e-03	3.969e-02
chr12	54549292	54549968	30.2	1.2	8.876e-03	3.987e-02
chr6	30955031	30956424	151.5	0.6	7.832e-03	3.987e-02
chr8	141245206	141245682	30.7	1.2	8.947e-03	3.987e-02
chr19	40748502	40754893	1850.5	-0.2	6.342e-03	3.994e-02
chr14	22812897	22813620	42.4	-1.1	8.187e-03	4.002e-02
chr12	68609992	68613940	940.6	-0.3	2.750e-03	4.004e-02
chr2	100876180	100877148	77.1	-0.8	8.196e-03	4.004e-02
chr6	118891119	118896700	1756.5	-0.2	6.467e-03	4.004e-02
chr11	67056426	67057079	24.9	1.6	3.675e-03	4.010e-02
chr19	45668004	45669713	558.7	-0.3	5.263e-03	4.014e-02
chr6	89432765	89434167	426.9	0.3	8.479e-03	4.015e-02
chr3	27368710	27369750	215.6	0.5	9.090e-03	4.015e-02
chr16	75110950	75111302	17.3	1.9	3.470e-03	4.017e-02
chr20	3777263	3778602	268.4	0.4	8.690e-03	4.025e-02
chr5	692568	694259	186	0.5	9.088e-03	4.026e-02
chr12	48197610	48198943	349.8	0.4	9.145e-03	4.032e-02
chr9	137280390	137281411	69.9	0.8	8.281e-03	4.032e-02
chr1	27391809	27393194	275.7	0.4	9.161e-03	4.038e-02
chr8	22550833	22552472	159.1	0.5	8.562e-03	4.042e-02
chr1	212284017	212288982	2038.7	-0.2	6.574e-03	4.054e-02
chr12	49296740	49297906	112.5	0.6	8.032e-03	4.061e-02
chr15	81296289	81300815	719.4	-0.3	5.347e-03	4.061e-02
chr12	9669574	9674045	291.6	0.4	8.810e-03	4.068e-02
chr5	181241979	181248963	2945	-0.1	6.510e-03	4.072e-02
chr1	52601780	52603570	539.9	0.3	5.341e-03	4.083e-02
chr6	44270567	44271438	83.7	0.8	6.472e-03	4.085e-02
chr2	64651445	64655525	1582.4	-0.2	6.660e-03	4.086e-02
chr21	14543919	14546605	204	-0.5	9.307e-03	4.088e-02
chrX	49184407	49186830	501.5	-0.3	5.440e-03	4.089e-02
chr17	41811313	41812918	338.4	0.4	8.717e-03	4.100e-02
chr14	103122859	103124038	63.1	0.9	7.217e-03	4.101e-02
chr2	161624297	161625199	38.1	1.1	9.307e-03	4.106e-02
chr19	45403819	45407590	1704.4	-0.2	1.030e-02	4.115e-02
chr12	96397602	96401648	1539.5	-0.2	6.725e-03	4.116e-02
chr11	64000573	64000992	27.1	1.5	3.875e-03	4.123e-02
chr2	88854806	88855601	33.7	-1.2	8.529e-03	4.123e-02
chr8	60922284	60923827	319.8	-0.4	8.785e-03	4.123e-02
chr17	79803820	79805139	131.6	0.6	7.349e-03	4.166e-02
chr18	23229536	23230177	36.6	-1.1	1.021e-02	4.167e-02
chr10	71888668	71889002	10.6	2.9	1.820e-03	4.173e-02
chr5	181047877	181048425	34.8	-1.2	1.023e-02	4.173e-02
chr1	35573106	35573813	39	1.1	1.027e-02	4.190e-02
chr20	49982100	49983488	230.6	0.4	9.574e-03	4.200e-02
chr5	172453831	172455203	195.9	0.5	9.601e-03	4.210e-02
chr1	1677771	1679056	115.9	-0.7	7.484e-03	4.232e-02
chr4	13482833	13485387	740.1	-0.3	5.631e-03	4.242e-02
chr15	52706566	52710017	523.4	-0.3	5.592e-03	4.243e-02
chr11	47979843	47984215	1501.1	-0.2	6.954e-03	4.245e-02
chr12	123533126	123534659	299.4	0.4	1.002e-02	4.245e-02
chr19	12777652	12778880	217.9	0.4	9.714e-03	4.251e-02
chr18	74064508	74066267	140.9	0.6	9.481e-03	4.255e-02
chr16	29745478	29746157	65.2	0.8	9.487e-03	4.256e-02
chr3	179069557	179072558	1226.6	0.2	2.971e-03	4.258e-02
chr7	35971179	35971946	89.6	0.7	8.527e-03	4.261e-02
chr7	149261392	149263228	896.4	0.2	4.474e-03	4.261e-02
chr2	27441994	27443439	225.7	-0.4	9.763e-03	4.264e-02
chr18	58578804	58579289	10.9	2.7	2.818e-03	4.269e-02
chr15	31365049	31365526	21.2	-1.7	3.984e-03	4.274e-02
chr1	61741270	61743403	601.5	-0.3	5.709e-03	4.279e-02
chr3	183161868	183163176	182.6	0.5	9.848e-03	4.279e-02
chr9	137673260	137674310	56.7	-0.9	9.795e-03	4.279e-02
chr2	133497997	133499284	52.1	-0.9	9.583e-03	4.284e-02
chr5	142713158	142713657	56.2	0.9	9.966e-03	4.289e-02
chr22	28882737	28884815	256	0.4	9.240e-03	4.296e-02
chrX	154397209	154399911	970.5	0.3	3.135e-03	4.297e-02
chr15	40470420	40472352	584.4	-0.3	5.791e-03	4.298e-02
chr5	39072817	39075779	1417.6	-0.2	2.837e-03	4.302e-02
chr6	42104023	42105247	326	0.4	9.183e-03	4.307e-02
chrX	152830118	152832346	524.1	-0.3	5.731e-03	4.315e-02
chr12	132770218	132771065	43.1	-1	1.068e-02	4.315e-02
chr19	2016078	2016888	97.6	-0.7	6.948e-03	4.318e-02
chr8	23218527	23220396	118.1	-0.6	7.707e-03	4.319e-02
chr11	8593629	8594676	248.6	0.4	9.404e-03	4.323e-02
chr2	43100840	43101293	17.1	1.9	4.051e-03	4.323e-02
chr20	63497973	63499793	115.4	0.7	7.748e-03	4.337e-02
chr9	37369127	37370262	203.7	-0.5	9.448e-03	4.340e-02
chr1	109396990	109398593	420	0.3	1.006e-02	4.343e-02
chr1	79467200	79469168	147.5	-0.6	9.950e-03	4.346e-02
chr8	23223456	23228066	1060.6	-0.2	4.602e-03	4.348e-02
chr19	1247999	1253170	1757.2	-0.2	7.263e-03	4.353e-02
chr21	26170691	26171169	18.5	1.8	4.092e-03	4.355e-02
chr2	161248339	161251005	79	-0.8	1.006e-02	4.364e-02
chr20	35616606	35620305	1084.7	-0.2	2.894e-03	4.364e-02
chr3	133473966	133477738	279.1	-0.4	9.647e-03	4.364e-02
chr7	130491189	130492502	102.9	0.7	7.059e-03	4.367e-02
chr11	112175153	112175745	47	1	1.023e-02	4.367e-02
chr3	196335570	196336065	30.2	1.2	9.200e-03	4.373e-02
chr2	10091316	10091889	31.9	1.2	1.011e-02	4.377e-02
chr21	43718293	43720474	967.1	-0.2	2.913e-03	4.385e-02
chr16	56318128	56318500	21.4	1.5	8.680e-03	4.387e-02
chr20	49711229	49714655	1132.6	-0.2	3.229e-03	4.388e-02
chr12	2186818	2188763	1027.5	-0.2	3.234e-03	4.394e-02
chr2	217789397	217790505	148.3	-0.6	8.908e-03	4.395e-02
chr12	55707531	55708248	37.4	1.1	9.272e-03	4.397e-02
chr6	125746286	125751931	2205	-0.2	7.248e-03	4.425e-02
chr8	144684404	144686685	554.6	0.3	5.904e-03	4.441e-02
chr3	8768855	8769541	19.3	1.8	4.202e-03	4.448e-02
chr8	142452460	142453602	155.6	0.6	7.222e-03	4.448e-02
chr3	48428829	48430268	324.7	0.4	1.068e-02	4.450e-02
chr5	66828294	66829125	37.6	1.1	1.032e-02	4.450e-02
chrX	134990786	134991516	66.8	0.8	1.049e-02	4.457e-02
chr17	47423273	47424083	77.1	0.8	1.051e-02	4.466e-02
chr19	40662536	40663859	320	0.4	9.671e-03	4.482e-02
chr1	85464018	85465742	522	0.3	5.268e-03	4.485e-02
chr20	64037953	64039469	212.6	0.5	1.048e-02	4.485e-02
chr1	27152748	27155661	559.5	-0.3	6.035e-03	4.488e-02
chr6	159819789	159820526	29.2	1.2	1.036e-02	4.491e-02
chr1	62435267	62440188	2302.9	-0.1	7.538e-03	4.497e-02
chr15	51750792	51752530	639.9	0.3	4.821e-03	4.497e-02
chr16	11667844	11670512	492.2	0.3	5.297e-03	4.501e-02
chr22	49367090	49371878	1092.9	0.2	3.337e-03	4.504e-02
chr5	141509096	141511748	351.3	-0.4	1.055e-02	4.520e-02
chr12	50056878	50058072	276.8	0.4	9.892e-03	4.523e-02
chr3	187024519	187028915	483.2	-0.3	6.159e-03	4.533e-02
chr1	46301556	46306524	2048.2	-0.2	7.654e-03	4.534e-02
chr17	7435234	7437714	872.6	-0.3	3.232e-03	4.534e-02
chr1	153962120	153964543	924.1	-0.2	3.206e-03	4.541e-02
chr3	46845078	46846896	258.4	0.4	1.016e-02	4.542e-02
chr3	112332793	112333687	99.1	0.7	1.055e-02	4.542e-02
chr10	133388287	133390513	429.8	0.3	1.067e-02	4.543e-02
chr1	87409038	87411428	193.8	-0.5	1.066e-02	4.550e-02
chr18	46915358	46918612	1016.8	-0.2	3.058e-03	4.550e-02
chr2	32008232	32012204	1352.1	-0.2	3.059e-03	4.550e-02
chr6	129767157	129767628	29.3	1.2	1.147e-02	4.550e-02
chr19	39833114	39834434	377.4	0.3	1.103e-02	4.555e-02
chr15	81292457	81294686	162.1	-0.5	1.001e-02	4.557e-02
chr7	155344426	155345315	189.8	0.5	1.011e-02	4.562e-02
chr8	142726192	142728844	1520.6	-0.2	7.556e-03	4.562e-02
chr15	92714553	92714978	17.4	1.7	9.167e-03	4.572e-02
chr17	16438225	16440963	1434.8	0.2	4.925e-03	4.572e-02
chr6	26269822	26274609	1608.7	-0.2	7.698e-03	4.572e-02
chr1	149848176	149850525	420.1	-0.3	1.080e-02	4.597e-02
chr12	2690740	2692586	405.6	0.3	1.012e-02	4.598e-02
chr17	58324438	58325182	35.6	1.1	1.054e-02	4.600e-02
chr12	7960502	7961596	43.2	-1	1.074e-02	4.611e-02
chr11	26907490	26909154	51.8	-0.9	1.085e-02	4.619e-02
chr12	53231634	53233217	185.7	0.5	1.027e-02	4.619e-02
chr2	197293146	197294239	37.8	1.1	1.085e-02	4.619e-02
chr16	30095026	30097015	397	-0.3	1.094e-02	4.627e-02
chr3	187918949	187919845	35	1.1	1.088e-02	4.630e-02
chr12	109998063	110001856	997.1	-0.2	3.332e-03	4.636e-02
chr9	136949421	136950881	420.8	-0.3	1.097e-02	4.637e-02
chr1	21289738	21290830	87.2	0.7	8.482e-03	4.639e-02
chr16	714535	716072	167.8	0.5	1.047e-02	4.639e-02
chr4	140568629	140569330	39.1	1	1.178e-02	4.639e-02
chr6	88178318	88180023	147.3	-0.6	9.572e-03	4.639e-02
chr1	94247159	94248153	124.5	0.6	1.068e-02	4.640e-02
chr18	12076270	12076993	40.1	1.1	1.087e-02	4.648e-02
chr2	48439816	48441891	974.2	-0.2	3.468e-03	4.658e-02
chr8	115428271	115430850	132.3	-0.6	8.533e-03	4.658e-02
chr14	105486734	105489035	949.5	0.2	5.059e-03	4.665e-02
chr6	130701568	130702373	36.2	1.2	1.004e-02	4.669e-02
chr8	41645414	41646832	106.6	-0.6	9.682e-03	4.682e-02
chr5	52988766	52990216	239.9	0.4	1.048e-02	4.689e-02
chr12	48788639	48789381	12.1	2.6	2.828e-03	4.691e-02
chr12	6850262	6853560	1475.3	-0.2	7.872e-03	4.709e-02
chr1	55212248	55216317	1722.8	-0.2	8.037e-03	4.719e-02
chr8	97277047	97278634	267.3	0.4	1.070e-02	4.720e-02
chr11	2698572	2701125	814.7	-0.3	3.535e-03	4.730e-02
chr12	11765629	11766755	53.2	-0.9	1.093e-02	4.730e-02
chr16	2339673	2341324	451.7	0.3	1.122e-02	4.730e-02
chr9	76458852	76462832	1169.1	-0.2	3.423e-03	4.730e-02
chr22	17036833	17037774	35.3	1.1	1.208e-02	4.731e-02
chr12	54497562	54499700	466.4	-0.3	1.128e-02	4.731e-02
chr2	170815002	170817216	317.4	0.4	1.046e-02	4.747e-02
chr17	82021136	82024568	1530.8	-0.2	8.120e-03	4.754e-02
chr2	205965865	205966842	42	-1	1.119e-02	4.756e-02
chrX	103585281	103586417	161.5	0.5	1.082e-02	4.756e-02
chr10	131972467	131973186	22.4	1.6	4.604e-03	4.760e-02
chr8	95141857	95144340	209.2	-0.4	1.133e-02	4.763e-02
chr3	134249806	134251365	558	0.3	6.518e-03	4.782e-02
chr21	39379838	39381433	609.5	-0.3	6.575e-03	4.783e-02
chr22	42283434	42284151	22.6	1.6	4.710e-03	4.787e-02
chr19	42312863	42314517	255.6	-0.4	1.094e-02	4.802e-02
chr8	86512113	86512864	37.5	-1.1	1.116e-02	4.803e-02
chr4	1709697	1714799	2561.9	-0.1	8.289e-03	4.812e-02
chr21	35225240	35228362	816.3	-0.3	3.627e-03	4.827e-02
chr22	22128247	22130836	198.2	-0.5	1.158e-02	4.836e-02
chr11	73957111	73958125	54.5	0.9	1.127e-02	4.843e-02
chr3	49903049	49904921	319.9	-0.4	1.089e-02	4.871e-02
chr19	17718821	17720828	738.2	-0.3	5.319e-03	4.881e-02
chr12	101876819	101878593	662.9	0.3	5.362e-03	4.882e-02
chrY	2938190	2939915	53.1	-0.9	1.062e-02	4.891e-02
chr7	139103901	139105324	74.4	-0.8	1.185e-02	4.898e-02
chr1	43068032	43068759	33.7	1.1	1.065e-02	4.899e-02
chr4	4107309	4107722	20.4	1.6	7.020e-03	4.899e-02
chr11	111514322	111515122	114.3	0.6	8.220e-03	4.913e-02
chr14	96592348	96593223	110.4	0.6	8.218e-03	4.913e-02
chr7	101754469	101755118	47.1	1	1.076e-02	4.942e-02
chr19	11481591	11483008	296.9	0.4	1.223e-02	4.945e-02
chr22	50548242	50549523	112.5	0.6	8.294e-03	4.953e-02
chr16	84585878	84586457	36.3	1.1	1.185e-02	4.957e-02
chr4	183502913	183506720	1794.1	-0.2	1.309e-02	4.957e-02
chr17	29138739	29141436	528.2	-0.3	6.867e-03	4.960e-02
chr20	34337994	34339155	175.8	-0.5	1.126e-02	4.973e-02
chr19	13148910	13156161	3119.1	0.1	8.590e-03	4.980e-02
chr13	28657665	28660637	1205.2	-0.2	6.686e-03	4.980e-02
chr11	1382819	1383760	102	0.7	9.271e-03	4.981e-02
chr2	60569168	60570046	31.3	1.2	1.088e-02	4.981e-02
chr6	42142260	42142907	18.5	1.7	7.172e-03	4.981e-02
chr19	570856	574290	1492.3	-0.2	8.470e-03	4.992e-02
chr1	24142564	24143201	53.5	0.9	9.309e-03	4.994e-02
chr11	44726039	44728372	391.8	0.3	1.201e-02	4.994e-02
chr21	28991555	28993587	711.9	-0.3	6.989e-03	4.994e-02
chr15	90660609	90661222	78.1	0.7	1.200e-02	4.997e-02
