TMD8_DMSO_rep1	TMD8_DMSO_rep2	TMD8_DMSO_rep3	TMD8_JIB04_150nM_rep1	TMD8_JIB04_150nM_rep2	TMD8_JIB04_150nM_rep3	TMD8_JIB04_500nM_rep1	TMD8_JIB04_500nM_rep2	TMD8_JIB04_500nM_rep3
SLC30A9	23.6777	18.3683	18.4236	15.6682	14.7912	16.0317	11.0403	12.9226	14.6403
SLC31A1	5.00324	4.78112	4.721	4.8568	4.19965	4.63935	3.46836	3.96071	3.73169
SLC31A2	0.833967	1.10931	1.03051	1.36698	0.884857	1.18745	0.811727	1.06741	1.1775
SLC32A1	0	0	0	0.0190291	0	0	0	0	0
SLC33A1	8.26175	6.75274	6.32545	7.26956	7.43313	8.53449	6.74404	7.73343	7.7233
SLC34A1	0	0	0	0	0	0.0178993	0.0186576	0.0456444	0
SLC34A2	0.229235901	0.270309814	0.302427089	0.184162406	0.24498459	0.314789848	0.131105712	0.300930274	0.418234988
SLC34A3	0.318304000366603	0.284608003653066	0.3097331	0.459022	0.448649	0.392173	0.7802952	0.647021	0.661399
SLC35A1	3.22608	2.809011	2.637072	2.811536	2.730108	2.181335	2.502093	2.345413	2.314439
SLC35A2	7.41472	5.671091	6.034019	5.64677	6.017159	6.00656	4.779799	5.145638	5.225712
SLC35A3	3.689769	3.809526	3.677685	3.541911	3.271413	3.587834	2.627286	3.093615	2.996579
SLC35A4	40.2635	33.6811	32.5437	28.6607	25.8033	25.7615	18.0532	18.2353	18.8773
SLC35A5	6.17943	4.42998	4.72976	4.80131	4.69262	4.01051	3.67193	4.20707	3.82492
SLC35B1	19.517	13.3835	15.2165	13.6338	11.7961	13.0926	8.02858	10.9967	10.0579
SLC35B2	10.3332	11.2213	10.1097	13.7369	12.8426	13.9001	10.6744	11.438	11.7296
SLC35B3	12.00696	9.46133	9.707703	8.97596	8.443850904765	8.22991	6.617160744382	7.369376	7.51365
SLC35B4	7.6848	6.64066	6.5083	5.83004	5.04293	5.29092	3.65997	4.03094	4.03509
SLC35C1	4.12077	3.97806	3.54269	3.776384	3.595077	3.792818	2.355331	2.374509	2.7564137
SLC35C2	20.65648	19.041341	19.8664	18.72698	17.86344	18.37307	13.18201	13.158247	14.67903
SLC35D1	5.45907	4.46163	4.26356	4.32194	4.15269	4.52135	3.47955	3.85146	4.1111
SLC35D2	0.491777	0.280032	0.422786	0.721274	0.640411	0.578786	0.893986	0.683498	0.707244
SLC35D3	0	0	0.0148272	0	0	0.0285716	0	0	0
SLC35E1	13.4513	12.0647	12.4445	11.2897	10.5772	10.9229	9.07286	9.9964	9.80753
SLC35E2	7.4884	7.91212	7.99461	9.29918	8.72055	9.8477	9.15916	9.98161	10.56374
SLC35E2B	16.2599	13.7153	13.7837	14.8427	13.4641	14.6409	11.9088	12.8303	13.2627
SLC35E3	5.4461	4.94648	5.33729	6.09873	5.57977	5.88706	5.17727	5.40129	5.96808
SLC35E4	2.90671	3.04256	2.87185	2.41014	2.73724	2.62444	2.30554	2.46275	2.56147
SLC35F1	0.180908	0.223925	0.181521	0.267107	0.158405	0.219184	0.194302	0.317742	0.294793
SLC35F2	5.42268	4.93674	5.00313	3.68431	4.09393	3.30254	2.60967	2.88963	2.78487
SLC35F3	0.0352321	0.0272564	0	0	0.0149195	0	0	0	0.0210722
SLC35F4	0	0	0.0209479	0	0	0	0	0	0.0369906
SLC35F5	10.3806	8.79279	8.78711	8.37274	7.7461	7.97617	6.03543	6.99492	7.34351
SLC35F6	7.6003	6.93377	7.03798	6.75361	6.36612	7.31355	5.19966	5.35656	5.66477
SLC35G1	2.72518	1.71028	1.788841	1.96714	1.290778	1.457441	1.270253	1.160868	1.464088
SLC35G2	1.822857	1.1949356	1.494814	1.55684	1.787677	1.896047	1.463859	1.384303	1.49284
SLC35G3	0.1122	0.0217554	0.0951219	0.107257	0.14281	0.175345	0.0955269	0.242352	0.302369
SLC35G5	0.0922619	0.0359376	0.0627461	0.0441998	0.117823	0.133962	0.031523	0.115701	0
SLC35G6	0.417578	0.180738	0.22089	0.13337	0.316027	0.577492	0.475601	0.41235	0.612693
SLC36A1	3.63621	2.78703	2.74316	2.96865	2.46543	2.7496	2.20614	2.52007	2.39781
SLC36A2	0.77101	1.07727	0.927416	0.98107	0.762754	0.877708	0.792615	0.879735	0.792298
SLC36A3	0.185366	0.136691	0.226166	0.186862	0.301362	0.191131	0.179225	0.108308	0.257678
SLC36A4	3.19272	2.26189	2.29031	2.07274	2.01595	2.17946	1.58984	1.51051	2.09761
SLC37A1	4.08322	3.70329	3.63052	4.42982	4.31831	4.61075	4.52529	4.67591	4.51094
SLC37A2	4.18878	3.90413	3.57309	3.949754	4.32793	4.37884	3.3393200004363	3.39408	3.3412400122429
SLC37A3	3.49689	3.24684	3.56623000021509	3.23544	3.33524	3.441117	3.148184	3.29986	3.115635
SLC37A4	4.73956300033608	3.65102019847	3.796645	3.321257	2.694945986768	3.6755690127552	2.022371905	2.394043	2.606915
SLC38A1	48.1983	37.4951	37.7452	36.6378	33.8292	33.331	27.4736	30.0516	31.4567
SLC38A10	12.30478	11.45267	11.5256	12.53391	12.24668	13.85733	11.76845	12.23662	13.32797
SLC38A11	0	0	0	0	0	0	0	0	0.0368248
SLC38A2	35.3654	28.4117	27.7122	32.9832	32.0486	33.1193	30.6868	34.4416	35.2269
SLC38A3	0	0.0162412	0.0142118	0	0.0355531	0.041079	0.0570777	0	0.0251024
SLC38A4	0.106026	0.0102422	0.0358753	0.0126458	0.033647	0.0604956	0.0090032	0.0627437	0.0158449
SLC38A5	40.1961	34.2467	34.2363	23.5678	20.4097	19.5211	10.9542	10.8165	12.2207
SLC38A6	3.143387	3.058245	2.79506	3.222905	2.734801	3.415984	2.974907	3.174865	3.087786
SLC38A7	4.60265	3.88907	4.06476	3.9551	4.11702	4.74545	3.17963	3.61339	3.32575
SLC38A8	0	0	0	0	0	0.0273931	0	0	0
SLC38A9	9.369307	7.889202	8.112648	8.11974	7.310148	7.508438	5.705642	6.437194	5.978489
SLC39A1	26.39190266062	26.323824	25.258159	22.769622	20.19176	19.924563	14.945306	15.656971	17.52418
SLC39A10	15.28283	11.64639	12.03709	8.42895	7.41321	7.17982	4.65963	5.056871	5.072584
SLC39A11	3.47846	3.75002	3.66049	4.67692	3.86567	4.58918	4.09405	3.80418	4.07792
SLC39A12	0.0189615	0	0.0385282	0	0.016063	0	0.012894	0	0.0680562
SLC39A13	2.07741	2.18302	2.3698	2.10566	2.6229	3.08589	2.739941	2.063699	2.257772
SLC39A14	10.86495	8.947922	8.912567	8.810223	7.946063	7.351142	5.231016	6.41459	6.887875
SLC39A2	0.11503036	0.0593914	0.05209013	0.07340264	0.09779048	0.025089316	0.052328405	0.06401561	0.045983207
SLC39A3	21.31063	21.82013	20.99791	19.46774	19.1165	17.96869	12.50117	13.98264	15.00681
SLC39A4	4.622198	4.066216	4.256357	3.048986	2.647378	3.139496	2.80366	2.814657	2.838376
SLC39A5	0.186467001607	0.1652260104607	0.1264410224477	0.05092040250544	0.13558700910122	0.1566220142884	0.09069600562938	0.08875160858062	0.06380010425554
SLC39A6	28.764669	23.187	22.869465	19.509474	16.844727	16.385125	11.97743	13.812747	13.877742
SLC39A7	12.18906	13.58021	14.57052	12.9246	13.01236	13.08982	11.91814	11.55561	12.53252
SLC39A8	11.152815	8.586995	8.598438	7.710669	6.785875	6.793848	5.826311	6.558099	6.823231
SLC39A9	23.50405	17.797971	17.347927	20.126606	19.325882	19.206111	16.964317	17.903841	20.05503
SLC3A1	0.117094	0.0881415	0.0378954	0.0543065	0.0942346	0.093997	0.0185605	0.0710334	0.167478
SLC3A2	46.47814	39.69369	39.38263	50.89437	48.82199	50.01066	48.25035	51.97796	51.83221
SLC40A1	0.0150601	0.0116437	0.0203887	0.0718658	0.127489	0.0884061	0.102339	0.0876165	0.162082
SLC41A1	102.754	88.0694	87.3929	84.4133	77.1607	80.3905	59.977	64.3261	68.3432
SLC41A2	3.58411	3.26353	2.7608	2.69712	2.40376	2.44398	2.39823	2.16487	2.01266
SLC41A3	2.498048	2.646159	2.034368	1.790126	1.462372	1.6573152	1.5065918	1.63053	1.264146
SLC43A1	13.31749	11.31895	11.39815	12.00915	10.58215	11.1073	8.15617	9.60502	9.64385
SLC43A2	32.1082	28.8962	27.9553	29.406	27.6632	29.3004	21.5382	23.6396	24.8737
SLC43A3	77.4672874028	61.483352	62.84816	52.2998000011682	43.630761	44.61	31.216708	36.31857	37.70646
SLC44A1	3.96685	3.47978	3.1147	3.22841	2.41676	2.62888	2.35788	2.40916	2.58731
SLC44A2	23.0635	19.37046	19.039873	21.44118	19.592388	20.830178	15.880407	16.590977	18.211703
SLC44A3	0	0	0	0	0	0.0308946	0	0.0187223	0
SLC44A4	0.184998	0.161072	0.184219	0.220217	0.247486	0.299766	0.199145	0.369246	0.127501
SLC44A5	0	0	0.0261635	0	0	0	0.017509	0.0169494	0
SLC45A1	0.364864	0.232674	0.276302	0.471502	0.291041	0.364293	0.306629	0.553642	0.462342
SLC45A2	0	0.0143393	0	0.0295234	0	0	0.0210387	0	0.0739813
SLC45A3	2.29985	2.3438	2.13296	1.45377	1.39061	1.45133	0.72051	0.55852	1.03577
SLC45A4	5.77529	5.26318	4.61823	5.86876	5.02821	5.41607	5.07333	5.58321	5.60002
SLC46A1	1.257941	1.10602	1.18397	0.915133	0.941942	1.0315	0.681716	0.773128	0.90123
SLC46A2	0.246458	0.333904	0.292193	0.313838	0.417689	0.37537	0.321314	0.393006	0.221189
SLC46A3	7.512432	6.190544	5.74904	5.688133	5.5138	6.12112	4.939316	5.349626	5.42143
SLC47A1	5.86211	6.29277	6.19153	7.74186	8.79343	9.38346	11.0922	11.3733	12.4822
SLC47A2	0.0921759	0.071404	0.124939000457526	0.066045	0.039072	0.120375000191655	0.09409	0.15344900026368	0.0551673
SLC48A1	3.40409	4.17317	3.88127	4.98797	5.07112	5.33233	4.0615	4.27783	5.66552
SLC4A1	0.346992	0.629494	0.650314	0.414787	0.494372	0.445554	0.532712	0.456235	0.634923
SLC4A10	0	0	0.01202340128566	0.025431900717425	0.007516690297277	0.011586200620737	0.018102000659591	0.014758900852287	0.021243900820093
SLC4A11	1.196476	0.922148	0.8717208	0.775501	0.7446951	0.5942666	0.5518595	0.3753896	0.405272
SLC4A1AP	10.5141	8.59025	8.04121	7.4533	7.06898	7.79183	5.6163	6.32111	6.45081
SLC4A2	34.582827	33.732485	33.602906	24.4662	22.676882	22.786276	14.311072	15.399992	15.9655
SLC4A3	0.0355611421	0.0366293291	0.040098826	0.090466158	0.110313655	0.053819	0.112017	0.039382211	0.085013814
SLC4A4	0.281205	0.1282	0.1685	0.164507	0.172853	0.17903127168	0.219641312543	0.265147	0.1933472874
SLC4A5	11.214643	10.384682	9.638549	7.925217	7.06566	7.0027974	5.56939	6.47586	6.90762
SLC4A7	20.6091982573	15.96352	15.27645	11.6989100410576	9.67797	9.94803	6.390306	6.585546	7.416666
SLC4A8	0.81131	1.141229	1.08450310356028	0.956405	1.0244478	1.0881174	1.378825	0.9896549	1.358556
SLC4A9	0.032302	0.0242461181055	0.0109345	0	0.0136751	0.031608	0.0768415	0.026063027681	0
SLC50A1	14.07699	13.89276	14.20488	13.09818	10.680799	12.86626	8.84289	9.782861	9.26786
SLC51A	0.63077	0.346099	0.478794	0.248572	0.346906	0.364125	0.278449	0.247736	0.400422
SLC51B	0.81046	0.384778	0.419274	0.297243	0.31508	0.567478	0.337173	0.257864	0.295907
SLC52A1	0.5341170109213	0.944978131853	0.604525223653	1.24541000247475	1.312885	1.316626	1.445752	1.572426	1.286596
SLC52A2	14.2267	14.56278	13.50556	12.2842887057	12.22419	11.30521	8.005483	9.477472	8.93139
SLC52A3	0	0	0	0.0181197	0	0	0	0	0
SLC5A1	0.104316	0.0886164	0.0640512	0.0696495	0.0705858	0.081595	0.0849934	0.112609	0.0623354
SLC5A10	0.830301	1.481869	1.418451	1.2687441201	1.535466	1.1634319	1.170381	1.013614	1.522219
SLC5A11	0.15776	0.1971123	0.137455	0.107647	0.106815	0.13162236	0.120037	0.131302	0.1122553
SLC5A12	0.00790071	0.0184449	0.0215483	0.015067	0.0540458	0.015529	0.0273232	0.0196724	0.0377576
SLC5A2	0.447932	0.3932	0.353339	0.547125	0.470508	0.57992	0.390383	0.611145	0.435501
SLC5A3	18.0286	15.7034	14.5027	15.7187	14.6093	15.2566	10.5074	11.1788	10.9876
SLC5A4	0	0	0	0.0247061	0	0.0168869	0	0.0215297	0
SLC5A5	0.327625	0.700614	0.832835	0.686089	0.73972	0.975376	0.640924	0.756682	0.796401
SLC5A6	17.73465	16.79799	15.80906	14.03557	12.609739	12.114592	8.51953	9.16847	9.8453
SLC5A7	0	0	0	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0	0	0	0
SLC5A9	0	0	0	0	0	0	0.0215205	0	0
SLC6A1	0	0	0	0	0	0.0144785	0	0	0
SLC6A1-AS1	0	0	0	0	0	0	0	0	0
SLC6A10P	0.0130805	0.0505413	0.0442584	0.0766199	0.199244	0.197902	0.223751	0.295884	0.237269
SLC6A11	0	0.0203586	0	0	0	0	0	0	0
SLC6A12	0.0318956	0.01238118	0.010838924	0	0.013555675	0.028188	0.021763002	0.0257853	0.019147714
SLC6A13	0	0	0.0692922	0.1746661	0.248301	0.0949577	0.2088157	0.1970634	0.0835932
SLC6A14	0.24279	0.362875	0.381821	0.298779	0.319825	0.385422	0.225249	0.194132	0.283806
SLC6A15	0	0	0	0	0	0.00747932	0	0	0
SLC6A16	1.07567	1.00659	1.04558	1.40784	1.24891	1.68664	1.60405	1.42814	1.5357
SLC6A17	0.254503	0.261888	0.239876	0.169133	0.202117	0.336684	0.151782	0.288035	0.248777
SLC6A18	0	0.019003	0.016623	0	0.0207949	0.0160155	0.0166921	0.0816694	0.0293586
SLC6A19	0	0	0	0	0	0	0.0130394	0.015947	0.0114765
SLC6A2	0.497677	0.372454	0.326063	0.306474	0.271856	0.293234	0.218226	0.266905	0.172801
SLC6A20	3.03548	3.04618000079969	2.8181600028232	2.71826000048762	2.55807000070943	3.12546000128315	2.47467000061743	2.46534000111452	2.40019000064553
SLC6A3	0.0127515	0.0295597	0.0172572	0.0851641	0.0647402	0.0498867	0.077954	0.105933	0.152441
SLC6A4	0.352331	0.262029	0.373883	0.286359	0.332786	0.393986	0.288829	0.208938	0.177749
SLC6A5	0	0	0	0	0	0	0	0	0
SLC6A6	9.36741000114202	8.26489299971	8.18493547144	6.579330508745	5.9029600240968	6.96935000049804	7.32003	7.21218000055666	8.1274
SLC6A7	0	0	0	0	0	0	0.00913421	0	0.0160753
SLC6A8	0.361157	0.3526991	0.473041	0.47436	0.5281730906202	0.77968853	1.009461	1.0068989	1.137901
SLC6A9	0.125138	0.1688393	0.169428	1.291613	1.7532731	2.163108	1.715884	2.121949	2.395888
SLC7A1	19.5976	16.9671	16.5342	18.2622	17.3975	17.7454	13.8477	15.4667	15.7967
SLC7A10	0	0	0.0182556	0	0	0.0175879	0.0183328	0	0.03224
SLC7A11	2.18798	1.76977	1.66008	3.95873	3.71947	4.37335	3.74924	3.78519	3.98151
SLC7A11-AS1	0.526319	0.345829	0.589882	0.754865	0.805907	1.13724	0.760357	0.615657	0.836379
SLC7A13	0	0	0	0	0	0	0	0	0
SLC7A14	0.692627	0.793933	0.657542	0.650129	0.635236	0.744164	0.579999	0.667842	0.6675
SLC7A2	0.0845247	0.135448	0.1582605	0.1177642	0.0989211	0.2372174	0.1147007	0.1402608	0.1631572
SLC7A3	0	0	0	0	0	0	0	0	0
SLC7A4	0	0.0173016	0	0	0	0.0145849	0.0151997	0.0371829	0
SLC7A5	80.8725	69.6506	70.4232	81.6225	80.2565	84.7217	76.4508	83.5064	92.3509
SLC7A5P1	8.54059	8.67239	8.19275	17.2079	16.1871	20.5268	22.8816	25.4621	27.5015
SLC7A5P2	13.3735	15.0911	14.5215	23.4497	24.8045	33.5108	32.6033	34.9354	39.571
SLC7A6	13.95864	11.66811	11.52213	11.54342	11.06952	12.80219	11.41921	10.84226	12.12612
SLC7A6OS	6.96653	6.21203	5.74886	7.03154	6.55647	6.80535	6.18614	6.62965	7.82654
SLC7A7	7.186599	6.128886	5.87731	5.96197	5.531084	6.27302	3.733069	3.743832	4.60609
SLC7A8	0.0638546	0.0787818	0.0797313	0.0609487	0.139852	0.1309034	0.0481136	0.0588434	0.0603623
SLC7A9	0.0943726	0.0244186	0.0213465	0.120339	0.10684	0.0778658	0.0811727	0.173760768	0.037694
SLC8A1	0	0	0.00555837947	0	0.0139002248	0	0	0	0.00982170861
SLC8A1-AS1	0	0	0	0	0	0	0	0	0
SLC8A2	0.0388879	0.0300269	0	0.00927225	0.0246659	0.0506914	0.0990021	0.0484312	0.0464719
SLC8A3	0	0	0	0	0	0	0	0.007847429	0
SLC9A1	2.20592	1.97943	1.99668	2.517891	2.85538	3.289133	2.482478	3.51139	3.53177
SLC9A2	0	0	0.0184896	0.00869087	0.0154123	0	0.0061861	0.0151309	0
SLC9A3	0.88236	1.02412	1.1578	1.24614	1.02768	1.54741	1.71237	1.91094	2.28708
SLC9A3R1	11.4251	11.9093	9.83672	8.96292	8.65815	9.02013	7.05571	8.95413	9.70992
SLC9A3R2	1.1059116	1.24846942	0.707866	1.2828797	1.410718	1.678987	2.0027659	1.8663804	2.162444
SLC9A4	0.685117	0.773401	0.690921	0.841755	0.645073	0.792304	0.645962	0.623999	0.562066
SLC9A5	2.08641	1.7373	1.84012	1.37432	1.68596	1.66777	1.42653	1.48746	1.30356
SLC9A6	5.1710385	4.38398	4.167866	3.1654344	3.22585	3.057748	2.357612	2.919388	2.762934
SLC9A7	1.392155	1.590816	1.522044	1.551246	1.357634	1.684639	1.284996	1.215203	1.352476
SLC9A7P1	0.0612476	0.0599112	0.0829818	0.0730967	0.0912409	0.170302	0.0626924	0.140577	0.147747
SLC9A8	4.08952	3.4647366	3.3970039	3.0492307102	3.0927677	3.23021310109447	2.407895	2.934696	2.958066
SLC9A9	1.55452	1.53409	1.3151	1.80126	1.66808	1.81029	2.09341	1.90294	2.43948
SLC9A9-AS1	0	0	0	0.258203	0.345743	0.265024	0.369862	0.113155	0.3234
SLC9B1	0.853747	0.9843693	0.9770228	1.2251099	0.8539922	1.0166347	1.0386134	1.1039441	1.478037
SLC9B2	3.41225	2.78923	2.80836	2.33843	2.48137	2.00992	1.47092	1.22433	1.50993
SLC9C1	0	0.00938229	0.00821667	0.0463426	0.0205494	0	0.0329916	0.0201746	0.0145165
SLC9C2	0.0225586	0.0435625	0	0.0322789	0.0477085	0.022059	0.015319	0.0281029	0.0674081
SLCO1A2	0.404037	0.467445	0.355387	0.392975	0.384323	0.629632	0.416524	0.448929	0.362481
SLCO1B1	0	0	0	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0	0	0	0
SLCO1B7	0	0	0	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0	0	0	0
SLCO2A1	0	0.0274526	0.00801423	0.0113003	0.0100215	0.0386126	0.0241339	0	0
SLCO2B1	0	0	0	0.0122344	0.0104948	0	0	0	0
SLCO3A1	0	0	0	0.0170555	0.0453915	0.0116564	0.0121456	0.0148551	0.0213698
SLCO4A1	0	0	0	0	0.0155768	0	0.0250077	0.0152934	0
SLCO4C1	1.03937	0.769873	0.720194	0.544347	0.560274	0.826172	0.657839	0.621347	0.718139
SLCO5A1	1.119102	1.144821	1.00689	1.507775	1.033915	1.173423	0.9157433	0.7496922	0.974441
SLCO6A1	0	0	0	0	0	0	0	0	0
SLED1	0.487223	0.76571	0.832795	0.703437	0.556585	0.534484	0.279208	0.615177	0.293687
SLFN11	9.013453	6.593626	6.50328	5.505592	5.285973	5.242294	4.22885	4.6712873	4.91982
SLFN12	0.970573	0.768285	0.993757	1.19488	1.0968	1.33765	1.21791	1.04097	1.13575
SLFN12L	0.059828	0.0928469	0.0608832	0	0	0.0195514	0	0.099728	0
SLFN13	0.850541	0.756248	0.79475	0.979662	0.747362	1.01529	0.647101	0.674468	0.73818
SLFN14	0.0706968	0.0136734	0.0239371	0.0843677	0.0449069	0.0345962	0.0600796	0.029393	0.0845677
SLFN5	2.01921	2.13015	1.81336	2.10121	1.80571	2.10549	2.01787	2.02485	2.33574
SLFNL1	0.2400605	0.3617374	0.445283	0.3948148	0.1613203	0.284181	0.253553	0.272198	0.1144797
SLFNL1-AS1	1.41741	1.69256	1.84627	1.42763	1.28738	1.66535	1.47598	1.37528	1.54174
SLIRP	135.43717	108.2897	99.76923	69.39959	56.81313	59.015323	32.189423	37.643739	36.490726
SLIT1	23.9599	20.639	20.7715	24.2976	21.8923	23.8571	19.2092	20.5084	21.485
SLIT2	0.0200971	0.0077595	0.00679682	0	0.00849864	0	0	0.00834351	0.0240174
SLIT2-IT1	0	0	0	0	0	0	0	0	0
SLIT3	0.10090696	0.09334143	0.1023596	0.10632943	0.06818315	0.08866596	0.03762003	0.0544092	0.04820121
SLITRK1	0	0.00739452	0	0	0	0	0	0	0
SLITRK2	0	0.009909886	0.069423318	0.0244725131	0.0217040376	0.050172735	0	0.0213080775	0.0153316011
SLITRK3	0.0355447	0.0274936	0.0161059	0	0.0100507	0.0156906	0	0.0200379	0
SLITRK4	0.0931514000994622	0.13087800140971	0.07837090255652	0.071523100556958	0.0383555	0.12453400193267	0.058952000606142	0.09164990154604	0.1260660013748
SLITRK5	0	0	0	0	0	0	0	0.00932603	0
SLITRK6	0	0.00924666	0	0	0	0	0	0	0
SLK	10.3944	7.7445	7.54955	6.44819	6.39015	6.94093	5.21367	5.42966	5.46026
SLMAP	13.0829	9.93115	9.66872	8.86975	8.38185	8.65399	7.07369	7.47828	8.23731
SLMO1	2.86797	3.3753	2.823802	2.623881	2.146911	2.659609	2.310703	1.97894	2.9195
SLMO2	38.85316	29.44564	31.17322	24.70897	21.8344	20.5613	14.2619	16.8086	15.7465
SLMO2-ATP5E	7.296359	8.19644	4.857877	6.48041	5.516766	8.28112	4.13853	4.53012	5.78562
SLN	0	0	0	0	0	0	0	0	0
SLPI	0	0	0	0	0	0	0	0	0
SLTM	27.58253	23.76527	21.52897	19.19639	17.25501	22.59237	14.08709	14.73872	17.13946
SLU7	15.1141	11.7652	11.0349	12.3595	11.4393	13.0195	10.3701	11.8009	12.3839
SLURP1	0	0.201276	0.26144	0.245099	0	0.167736	0.0877599	0	0
SLX1A	16.676534	13.9509274	13.766086	12.591164	9.975388	11.032322	8.800718	9.527944	10.428588
SLX1A-SULT1A3	0.987183	1.22647	1.25064	1.94702	1.30522	2.18755	1.93642	2.35878	2.6011
SLX1B	16.676534	13.9509274	13.766086	12.591164	9.975388	11.032322	8.800718	9.527944	10.428588
SLX1B-SULT1A4	0.987183	1.22647	1.25064	1.94702	1.30522	2.18755	1.93642	2.35878	2.6011
SLX4	3.63984	3.14669	3.11426	2.8623	3.00384	3.08405	2.1618	2.48371	2.54128
SLX4IP	2.81261	2.66639	2.09383	3.20861	2.55501	3.22715	2.7344	2.95916	2.72626
SMA4	16.23888	14.30175	13.95174	18.13666	17.25098	20.9638	18.98849	23.1508	23.12471
SMA5	8.78558	9.29272	9.26349	10.4988	9.80972	10.801	10.9478	10.7403	12.9801
SMAD1	0	0	0	0	0	0	0	0.0147236	0
SMAD2	17.270036	13.729754	13.450489	12.216378	11.313715	11.918883	9.873056	10.579535	11.402665
SMAD3	13.953744	11.7577943	11.465784	13.176248	13.2472712	15.642456	13.856829	14.2841322	15.6784591
SMAD4	13.2896	10.8107	10.5205	10.2021	9.55557	9.75387	7.76458	8.69103	9.3622
SMAD5	5.550068	4.656088	4.470903	5.3546938	5.177803	5.731467	5.072065	5.346099	5.973099
SMAD5-AS1	0.699684	0.497583	0.355971	0.724703	0.692808	0.552518	0.59583	0.510188	0.698465
SMAD6	0.298871	0.2201907	0.1922122	0.265333	0.4606537	0.379284	0.535005	0.3847078	0.830538
SMAD7	0.2481417	0.1908401	0.1987332	0.28243	0.373903	0.4758821	0.391345	0.560267	0.5281529
SMAD9	0.386934	0.450309000228177	0.257049000477342	0.350461000122646	0.298485000159461	0.427773	0.369580000178185	0.292120000250725	0.32977037615
SMAGP	1.34642	0.767573	0.740222	0.645491	0.706148	0.884896	0.392824	0.823478	1.05755
SMAP1	7.70683	5.96555	5.719276	6.12803	6.16028	5.98435	5.52043	6.11058	5.981469
SMAP2	18.4912865472	14.589458	15.303542631	17.927909	16.3367300959558	17.973914	14.58078	15.4556210007701	18.125486
SMARCA1	8.076353	6.880797	6.760586	8.860458	8.40565	8.783875	7.19125	8.002243	8.781547
SMARCA2	60.3081	48.3932	46.24422	46.5543	41.81606	44.99736	34.93158	39.57636	41.72069
SMARCA4	36.667268	30.239592	28.040754	22.929247	21.513459	22.819075	14.122281	15.728894	15.804418
SMARCA5	37.0709	29.6465	28.4718	23.6146	19.911	21.8669	15.9596	17.1891	17.9623
SMARCAD1	16.3112200179298	12.985456	12.673582	12.09856571	11.2588569	11.6685547	9.272803	9.974908	10.3111966
SMARCAL1	11.75251	8.84473	8.906692	9.25707	8.922620492558	8.6827513	6.633857	7.127192	7.756732
SMARCB1	55.1482	47.1696	47.3867	44.6673	42.8929	43.5876	31.9207	34.1543	35.1454
SMARCC1	54.1056	46.2272	44.6443	33.8885	29.7789	32.2713	22.0661	24.3661	25.6498
SMARCC2	38.1735	30.695024	30.902733705	28.034029	28.73675	32.0121289	23.6123593	24.8994702	27.350857
SMARCD1	31.73215	24.49188	24.288196	19.581611	18.035959	19.157771	13.682053	14.165107	16.09211
SMARCD2	34.7254	29.4512	27.9368	25.0778	23.4815	23.2734	18.1347	19.9425	21.102
SMARCD3	0.495871	0.616963	0.525728	0.699287	0.713233	0.97243100821792	0.696974	0.54255	0.779814
SMARCE1	40.8016	34.4429	32.9633	31.5953	28.0528	32.0098	22.5327	24.8168	25.8909
SMC1A	25.4506	21.283	20.3591	17.2586	15.0912	17.2459	11.4932	12.5896	13.7253
SMC1B	0.141136	0.0726871	0.0795738	0.0785409	0.0895531	0.0766774	0.0878628	0.0879195	0.126527
SMC2	24.06149	18.43259	18.01754	16.02516	13.65414	14.30621	10.78051	12.04598	12.630525
SMC3	30.5537	25.0924	23.6558	21.8184	18.0515	21.5958	14.929	17.5604	17.7886
SMC4	62.6407	47.2159	47.0742	33.8731	29.9565	28.809	19.90038	22.51448	23.29026
SMC5	11.1803	9.34925	9.27183	8.20212	8.15135	9.38561	7.79024	8.09244	8.48548
SMC6	54.6105	42.8371	41.8475	37.5992	34.2223	38.6061	26.5723	28.97834	31.0664
SMCHD1	45.3202	35.0584	33.9631	33.302	30.1634	31.4291	24.614	26.8078	28.16
SMCP	0	0	0	0	0	0	0	0	0
SMCR5	0.737385	0.646633	0.488961	0.567034	0.503579	0.720091	0.429463	0.509911	0.540614
SMCR7	0.895226	0.8044328	1.061008792384	1.268791	1.2108350224992	1.121291	1.358303	1.507331	1.507879
SMCR7L	21.2621	17.9074	18.4523	13.7041	12.8125	12.4464	9.2224	8.68017	10.0134
SMCR8	10.5616	8.59801	8.19784	8.74289	8.17539	8.62437	6.90456	7.66701	8.02029
SMCR9	0.374175	0.297109	0.686211	0.120616	0.645853	0.495259	0.690933	0.105686	0.151091
SMEK1	31.4809	25.1732	24.5741	23.4931	22.6356	22.5613	18.8797	20.6592	21.8845
SMEK2	32.43769	26.85125	26.14808	24.48491	21.59887	22.54962	17.92483	19.75906	20.3424
SMEK3P	0	0	0	0	0	0	0	0	0
SMG1	17.7918	14.4104	13.5738	13.416	12.4563	14.2909	11.9878	12.7297	13.2676
SMG1P1	21.1841	20.4849	18.2031	26.1484	25.579	33.8905	31.8836	35.2736	38.2171
SMG5	19.6105	16.4129	16.7788	17.2464	17.0877	17.4081	14.9343	15.2781	16.8407
