# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "H3K4me3.consensus_peaks.saf" "-s" "0" "-o" "H3K4me3.consensus_peaks.featureCounts.txt" "JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam" "JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP1.mLb.clN.sorted.bam" "JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam" "DMSO_H3K4me3_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	JIB04_150nM_H3K4me3_REP2.mLb.clN.sorted.bam	JIB04_150nM_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP1.mLb.clN.sorted.bam	DMSO_H3K4me3_REP1.mLb.clN.sorted.bam	JIB04_500nM_H3K4me3_REP2.mLb.clN.sorted.bam	DMSO_H3K4me3_REP2.mLb.clN.sorted.bam
Interval_18983	chr8	20196909	20198771	+	1863	495	497	485	590	407	469
Interval_18984	chr8	20268871	20269107	+	237	0	3	9	2	3	2
Interval_18985	chr8	21918133	21921026	+	2894	485	552	496	608	405	523
Interval_18986	chr8	22009503	22011233	+	1731	616	672	626	724	522	575
Interval_18987	chr8	22023853	22024122	+	270	1	0	13	2	5	5
Interval_18988	chr8	22024215	22024467	+	253	3	2	1	5	12	2
Interval_18989	chr8	22066475	22067003	+	529	34	26	52	47	41	38
Interval_18990	chr8	22088673	22090055	+	1383	221	226	249	265	183	221
Interval_18991	chr8	22108122	22110161	+	2040	683	705	657	692	500	599
Interval_18992	chr8	22140708	22142451	+	1744	523	531	578	571	501	495
Interval_18993	chr8	22156657	22157081	+	425	3	2	16	3	8	3
Interval_18994	chr8	22164488	22165930	+	1443	168	187	209	196	185	196
Interval_18995	chr8	22244328	22246524	+	2197	654	712	756	784	660	596
Interval_18996	chr8	22366752	22368444	+	1693	467	507	531	553	478	477
Interval_18997	chr8	22440225	22443920	+	3696	833	922	982	1037	816	804
Interval_18998	chr8	22447929	22448313	+	385	6	10	14	10	7	4
Interval_18999	chr8	22539420	22541168	+	1749	80	74	99	75	86	79
Interval_19000	chr8	22550833	22552472	+	1640	143	150	205	135	166	130
Interval_19001	chr8	22565202	22566560	+	1359	58	56	174	82	128	78
Interval_19002	chr8	22578817	22580304	+	1488	61	55	95	64	86	43
Interval_19003	chr8	22598471	22599016	+	546	48	48	30	37	30	32
Interval_19004	chr8	22599565	22600316	+	752	73	93	85	77	74	66
Interval_19005	chr8	22604173	22605953	+	1781	484	481	443	530	397	448
Interval_19006	chr8	22668096	22669606	+	1511	540	512	551	625	454	504
Interval_19007	chr8	22692731	22692981	+	251	1	1	10	1	12	3
Interval_19008	chr8	22693370	22696143	+	2774	226	237	352	254	299	185
Interval_19009	chr8	22704732	22705378	+	647	32	31	67	49	44	26
Interval_19010	chr8	22996199	22996439	+	241	6	12	4	5	3	8
Interval_19011	chr8	22998857	23001488	+	2632	573	567	614	658	551	544
Interval_19012	chr8	23018315	23019344	+	1030	66	81	88	97	67	73
Interval_19013	chr8	23067483	23069850	+	2368	669	693	854	712	717	623
Interval_19014	chr8	23162731	23164189	+	1459	235	230	242	225	185	179
Interval_19015	chr8	23218527	23220396	+	1870	130	152	97	160	86	133
Interval_19016	chr8	23220849	23221127	+	279	11	9	5	20	12	15
Interval_19017	chr8	23222583	23222965	+	383	20	11	10	18	9	6
Interval_19018	chr8	23223456	23228066	+	4611	1039	1104	1038	1313	890	1032
Interval_19019	chr8	23243557	23247730	+	4174	537	518	442	591	373	476
Interval_19020	chr8	23287817	23288959	+	1143	438	446	455	493	372	409
Interval_19021	chr8	23421974	23426007	+	4034	632	665	779	694	552	579
Interval_19022	chr8	23450164	23450595	+	432	13	6	5	8	12	10
Interval_19023	chr8	23454537	23458828	+	4292	940	964	968	1048	737	849
Interval_19024	chr8	23528467	23530459	+	1993	683	750	770	788	644	680
Interval_19025	chr8	23682239	23683315	+	1077	18	24	93	24	90	9
Interval_19026	chr8	24293882	24295141	+	1260	51	53	68	56	46	52
Interval_19027	chr8	24331506	24331746	+	241	12	8	5	6	3	2
Interval_19028	chr8	25456825	25460822	+	3998	757	804	779	884	612	695
Interval_19029	chr8	26291038	26293641	+	2604	219	245	221	271	165	202
Interval_19030	chr8	26382329	26384739	+	2411	406	422	437	494	384	407
Interval_19031	chr8	26448365	26450526	+	2162	335	316	374	396	337	311
Interval_19032	chr8	26467616	26468060	+	445	10	12	16	21	12	16
Interval_19033	chr8	26488648	26488959	+	312	4	3	11	3	7	4
Interval_19034	chr8	26571487	26572178	+	692	21	18	28	28	16	15
Interval_19035	chr8	26575431	26580550	+	5120	1329	1391	1370	1536	1055	1242
Interval_19036	chr8	26670750	26671246	+	497	25	17	27	18	14	21
Interval_19037	chr8	27274394	27275092	+	699	48	54	48	58	41	35
Interval_19038	chr8	27309548	27312283	+	2736	715	733	745	873	633	678
Interval_19039	chr8	27325178	27327431	+	2254	567	541	518	654	395	496
Interval_19040	chr8	27380401	27381046	+	646	36	37	39	37	26	26
Interval_19041	chr8	27490839	27491648	+	810	30	37	61	36	48	34
Interval_19042	chr8	27592264	27592892	+	629	42	50	77	57	53	38
Interval_19043	chr8	27771586	27773523	+	1938	560	577	560	622	462	498
Interval_19044	chr8	27774255	27775664	+	1410	371	373	372	435	331	341
Interval_19045	chr8	27835999	27838544	+	2546	490	529	516	556	410	464
Interval_19046	chr8	28079354	28080209	+	856	22	30	13	34	9	29
Interval_19047	chr8	28081392	28084232	+	2841	443	513	428	564	351	403
Interval_19048	chr8	28092237	28094043	+	1807	410	381	385	464	325	345
Interval_19049	chr8	28337898	28340062	+	2165	335	376	424	410	362	310
Interval_19050	chr8	28348146	28349227	+	1082	22	21	36	20	24	13
Interval_19051	chr8	28374566	28375156	+	591	20	33	7	19	5	16
Interval_19052	chr8	28383129	28387291	+	4163	817	870	452	981	359	807
Interval_19053	chr8	28400936	28402210	+	1275	88	72	145	108	140	78
Interval_19054	chr8	28402427	28403349	+	923	79	73	39	88	26	58
Interval_19055	chr8	28403490	28404608	+	1119	55	48	26	58	27	31
Interval_19056	chr8	28405087	28405447	+	361	12	20	3	5	5	11
Interval_19057	chr8	28405980	28406372	+	393	14	21	4	18	5	9
Interval_19058	chr8	28411482	28412659	+	1178	185	163	236	195	213	152
Interval_19059	chr8	28489971	28491205	+	1235	85	71	95	97	84	77
Interval_19060	chr8	28492830	28496234	+	3405	981	1056	871	1118	773	868
Interval_19061	chr8	28515523	28515799	+	277	9	5	12	10	15	5
Interval_19062	chr8	28621932	28623348	+	1417	92	108	138	118	114	93
Interval_19063	chr8	28700766	28702868	+	2103	706	749	843	819	698	756
Interval_19064	chr8	28777923	28778272	+	350	17	16	5	8	7	10
Interval_19065	chr8	28888986	28892293	+	3308	830	956	933	1127	762	891
Interval_19066	chr8	29262018	29263668	+	1651	362	323	347	356	301	322
Interval_19067	chr8	29350188	29350700	+	513	5	10	26	9	23	4
Interval_19068	chr8	29350946	29351697	+	752	14	18	53	17	48	16
Interval_19069	chr8	29499048	29499817	+	770	35	36	56	52	38	33
Interval_19070	chr8	29529287	29530331	+	1045	49	86	75	65	52	59
Interval_19071	chr8	30081227	30083725	+	2499	720	732	703	839	610	688
Interval_19072	chr8	30093699	30097146	+	3448	835	844	832	943	678	799
Interval_19073	chr8	30155226	30157788	+	2563	415	425	405	518	280	396
Interval_19074	chr8	30555923	30556637	+	715	27	44	47	39	47	26
Interval_19075	chr8	30655293	30658959	+	3667	756	812	750	845	597	742
Interval_19076	chr8	30722964	30724363	+	1400	45	49	61	68	36	48
Interval_19077	chr8	30724702	30725252	+	551	16	17	7	19	5	26
Interval_19078	chr8	30725648	30728361	+	2714	645	719	667	796	518	636
Interval_19079	chr8	30743232	30744888	+	1657	501	489	539	548	438	442
Interval_19080	chr8	30811569	30813173	+	1605	445	476	456	554	386	480
Interval_19081	chr8	30911714	30912593	+	880	8	8	48	4	55	8
Interval_19082	chr8	31032567	31035095	+	2529	477	505	503	588	456	457
Interval_19083	chr8	33471749	33473718	+	1970	496	504	518	595	389	461
Interval_19084	chr8	33484388	33486349	+	1962	631	625	638	776	554	613
Interval_19085	chr8	33511227	33515105	+	3879	433	484	448	511	351	380
Interval_19086	chr8	33565564	33567624	+	2061	408	400	414	451	369	432
Interval_19087	chr8	37275347	37275836	+	490	28	34	33	25	27	15
Interval_19088	chr8	37275902	37276644	+	743	37	35	36	49	20	47
Interval_19089	chr8	37403921	37404592	+	672	42	36	47	46	38	48
Interval_19090	chr8	37492351	37493916	+	1566	173	192	171	204	125	165
Interval_19091	chr8	37581370	37581898	+	529	9	12	30	10	20	6
Interval_19092	chr8	37735851	37738008	+	2158	972	984	1009	1123	900	945
Interval_19093	chr8	37747553	37748539	+	987	75	81	62	95	63	82
Interval_19094	chr8	37761954	37763737	+	1784	1055	1071	1051	1172	972	1011
Interval_19095	chr8	37796480	37797590	+	1111	169	176	277	195	244	169
Interval_19096	chr8	37848708	37850602	+	1895	789	796	767	903	629	785
Interval_19097	chr8	37880614	37881245	+	632	26	25	40	21	23	19
Interval_19098	chr8	37896789	37900033	+	3245	1079	1163	1070	1236	900	1051
Interval_19099	chr8	37960703	37960939	+	237	10	4	16	5	9	4
Interval_19100	chr8	38029616	38032351	+	2736	1179	1265	1520	1379	1322	1171
Interval_19101	chr8	38090472	38090747	+	276	5	9	19	4	10	5
Interval_19102	chr8	38104288	38106789	+	2502	1193	1316	1378	1426	1173	1227
Interval_19103	chr8	38175150	38178847	+	3698	1964	2014	2079	2243	1762	1901
Interval_19104	chr8	38230672	38232746	+	2075	1357	1371	1421	1483	1185	1342
Interval_19105	chr8	38268548	38269579	+	1032	174	154	223	174	183	137
Interval_19106	chr8	38362923	38363277	+	355	15	12	19	8	11	9
Interval_19107	chr8	38379769	38384378	+	4610	1959	2081	2133	2257	1809	1954
Interval_19108	chr8	38384974	38387481	+	2508	955	1017	1079	1145	946	915
Interval_19109	chr8	38466210	38466446	+	237	2	2	7	1	7	2
Interval_19110	chr8	38467515	38468787	+	1273	20	22	108	17	107	16
Interval_19111	chr8	38756526	38757719	+	1194	89	90	166	90	149	66
Interval_19112	chr8	38769878	38770653	+	776	59	61	101	89	77	49
Interval_19113	chr8	38786525	38788966	+	2442	1411	1431	1552	1539	1357	1329
Interval_19114	chr8	38899823	38905327	+	5505	1579	1660	1275	1846	995	1453
Interval_19115	chr8	38995083	38998721	+	3639	1628	1666	1733	1842	1494	1491
Interval_19116	chr8	39194649	39195804	+	1156	41	50	37	52	36	61
Interval_19117	chr8	39852310	39852624	+	315	13	15	3	11	1	6
Interval_19118	chr8	41489807	41492101	+	2295	824	891	856	880	750	803
Interval_19119	chr8	41528621	41530376	+	1756	677	656	719	777	583	622
Interval_19120	chr8	41577444	41579508	+	2065	934	911	915	1064	766	855
Interval_19121	chr8	41645414	41646832	+	1419	140	152	95	155	70	113
Interval_19122	chr8	41653392	41654270	+	879	43	54	81	63	68	49
Interval_19123	chr8	41664399	41665492	+	1094	88	86	84	82	59	94
Interval_19124	chr8	41683778	41684873	+	1096	133	152	184	182	154	131
Interval_19125	chr8	41701657	41702131	+	475	25	28	36	21	21	10
Interval_19126	chr8	41822674	41823089	+	416	9	19	24	7	19	11
Interval_19127	chr8	41827793	41829322	+	1530	331	325	486	400	374	322
Interval_19128	chr8	41896429	41897774	+	1346	41	56	161	69	127	47
Interval_19129	chr8	41957090	41957412	+	323	17	9	15	9	8	15
Interval_19130	chr8	42050042	42053018	+	2977	959	931	972	1031	807	890
Interval_19131	chr8	42139756	42141075	+	1320	414	454	612	486	503	405
Interval_19132	chr8	42152074	42153957	+	1884	635	603	694	686	615	557
Interval_19133	chr8	42182821	42183265	+	445	12	10	23	10	22	7
Interval_19134	chr8	42270543	42272401	+	1859	526	529	536	603	458	466
Interval_19135	chr8	42337817	42339404	+	1588	636	686	726	787	591	642
Interval_19136	chr8	42391096	42392958	+	1863	675	671	765	749	652	740
Interval_19137	chr8	42539950	42543391	+	3442	1347	1425	1367	1506	1091	1237
Interval_19138	chr8	42656492	42656787	+	296	19	14	23	18	15	15
Interval_19139	chr8	42766571	42769345	+	2775	333	364	365	386	271	292
Interval_19140	chr8	42805408	42806017	+	610	44	47	49	52	41	37
Interval_19141	chr8	42841896	42844247	+	2352	816	839	870	955	755	807
Interval_19142	chr8	42891816	42892422	+	607	18	17	25	27	9	14
Interval_19143	chr8	42893467	42899374	+	5908	2297	2315	2341	2544	1970	2179
Interval_19144	chr8	43055362	43058251	+	2890	1588	1642	1601	1778	1399	1530
Interval_19145	chr8	43090958	43091621	+	664	31	35	36	27	14	27
Interval_19146	chr8	43091846	43092214	+	369	14	14	17	13	11	25
Interval_19147	chr8	43092407	43095340	+	2934	1181	1162	1161	1288	970	1112
Interval_19148	chr8	43139723	43142302	+	2580	1116	1176	1351	1326	1151	1093
Interval_19149	chr8	43246281	43248020	+	1740	303	312	392	320	320	248
Interval_19150	chr8	43304323	43305633	+	1311	44	43	35	48	39	38
Interval_19151	chr8	43356435	43358885	+	2451	121	138	116	151	90	125
Interval_19152	chr8	43548743	43549395	+	653	7	6	27	6	14	7
Interval_19153	chr8	46917721	46918406	+	686	41	28	73	41	55	31
Interval_19154	chr8	47197366	47198633	+	1268	66	84	84	69	56	70
Interval_19155	chr8	47260280	47262220	+	1941	806	815	807	877	699	763
Interval_19156	chr8	47736288	47739214	+	2927	537	572	918	613	807	498
Interval_19157	chr8	47764277	47765045	+	769	33	23	52	30	35	27
Interval_19158	chr8	47958729	47962511	+	3783	1754	1818	1909	1982	1594	1694
Interval_19159	chr8	48007682	48009727	+	2046	803	831	810	904	743	739
Interval_19160	chr8	48318943	48319344	+	402	22	18	30	26	24	13
Interval_19161	chr8	48514113	48515433	+	1321	398	391	508	461	434	384
Interval_19162	chr8	49167952	49168292	+	341	10	15	10	13	8	7
Interval_19163	chr8	49168683	49169353	+	671	20	19	21	20	12	4
Interval_19164	chr8	49232402	49232770	+	369	13	4	6	5	3	3
Interval_19165	chr8	49268606	49270703	+	2098	90	103	49	105	38	81
Interval_19166	chr8	49401343	49401950	+	608	22	31	58	48	48	31
Interval_19167	chr8	50617567	50618308	+	742	19	21	31	27	23	28
Interval_19168	chr8	51107250	51107489	+	240	7	6	10	7	8	4
Interval_19169	chr8	51121678	51122185	+	508	34	34	40	35	30	38
Interval_19170	chr8	51870723	51871437	+	715	17	15	24	16	31	13
Interval_19171	chr8	51897141	51901582	+	4442	1711	1752	1669	1908	1431	1665
Interval_19172	chr8	51961973	51962495	+	523	21	12	30	16	15	17
Interval_19173	chr8	52100890	52101413	+	524	25	14	30	10	29	17
Interval_19174	chr8	52293196	52293628	+	433	16	22	35	17	15	19
Interval_19175	chr8	52293731	52296722	+	2992	366	413	324	399	280	349
Interval_19176	chr8	52467257	52467717	+	461	9	7	26	10	15	2
Interval_19177	chr8	52712776	52716000	+	3225	1797	1868	1862	2052	1598	1749
Interval_19178	chr8	53656976	53658614	+	1639	299	307	379	313	253	261
Interval_19179	chr8	53692976	53693326	+	351	28	20	31	24	31	24
Interval_19180	chr8	53841318	53844162	+	2845	1393	1430	1422	1557	1299	1338
Interval_19181	chr8	53879113	53882837	+	3725	1517	1582	1847	1639	1554	1353
Interval_19182	chr8	53899636	53899971	+	336	31	37	30	37	30	23
Interval_19183	chr8	53944844	53945867	+	1024	85	91	105	95	86	72
Interval_19184	chr8	54018469	54019000	+	532	13	10	24	13	9	18
Interval_19185	chr8	54019788	54023523	+	3736	1523	1636	1716	1751	1436	1429
Interval_19186	chr8	54100263	54102647	+	2385	1044	1061	1123	1165	961	1027
Interval_19187	chr8	54134385	54136306	+	1922	930	928	991	1080	856	885
Interval_19188	chr8	54165869	54166431	+	563	99	97	131	102	79	77
Interval_19189	chr8	55771903	55775442	+	3540	1935	2002	1915	2142	1585	1770
Interval_19190	chr8	55843086	55845915	+	2830	643	692	676	790	501	627
Interval_19191	chr8	55856484	55856822	+	339	17	14	17	16	14	19
Interval_19192	chr8	55861021	55861642	+	622	28	36	42	23	37	19
Interval_19193	chr8	55878096	55882525	+	4430	2700	2801	2707	2933	2362	2517
Interval_19194	chr8	55882676	55883030	+	355	29	10	14	26	12	15
Interval_19195	chr8	55885386	55885861	+	476	29	46	33	45	29	29
Interval_19196	chr8	55939089	55940192	+	1104	96	110	100	106	81	75
Interval_19197	chr8	56072885	56075221	+	2337	1184	1187	1269	1321	1077	1087
Interval_19198	chr8	56209499	56213154	+	3656	1815	1834	1860	2025	1631	1769
Interval_19199	chr8	56991322	56994519	+	3198	1498	1566	1506	1711	1299	1471
Interval_19200	chr8	57420700	57421072	+	373	12	12	23	24	10	19
Interval_19201	chr8	58410904	58412791	+	1888	713	737	742	783	639	697
Interval_19202	chr8	58552519	58554770	+	2252	1271	1327	1340	1459	1105	1298
Interval_19203	chr8	58657988	58660423	+	2436	1498	1507	1531	1649	1299	1412
Interval_19204	chr8	59025003	59025830	+	828	47	54	37	46	29	22
Interval_19205	chr8	59065752	59067393	+	1642	58	49	57	72	38	54
Interval_19206	chr8	59075897	59076292	+	396	24	29	19	25	19	25
Interval_19207	chr8	59106431	59106703	+	273	8	9	9	16	7	4
Interval_19208	chr8	59107517	59108468	+	952	24	27	43	43	43	24
Interval_19209	chr8	59108554	59109259	+	706	29	31	15	27	13	26
Interval_19210	chr8	59110477	59110789	+	313	8	19	11	14	10	8
Interval_19211	chr8	59114948	59120672	+	5725	2717	2770	2735	3122	2225	2595
Interval_19212	chr8	59262859	59263106	+	248	12	7	10	12	3	7
Interval_19213	chr8	59972582	59973049	+	468	12	5	26	17	13	12
Interval_19214	chr8	60136308	60136624	+	317	26	18	28	16	25	23
Interval_19215	chr8	60279298	60281971	+	2674	1181	1192	1195	1322	1112	1158
Interval_19216	chr8	60412685	60413070	+	386	38	30	42	27	31	27
Interval_19217	chr8	60516116	60519778	+	3663	1867	1851	1711	1969	1551	1738
Interval_19218	chr8	60651097	60654228	+	3132	2179	2168	2365	2395	2074	2057
Interval_19219	chr8	60677817	60681208	+	3392	1820	1890	1915	2025	1722	1779
Interval_19220	chr8	60700646	60701152	+	507	45	35	39	41	33	37
Interval_19221	chr8	60876023	60877637	+	1615	326	334	395	373	293	324
Interval_19222	chr8	60908878	60911431	+	2554	477	540	518	543	390	421
Interval_19223	chr8	60922284	60923827	+	1544	358	367	319	397	232	343
Interval_19224	chr8	61023125	61023605	+	481	27	34	38	28	39	23
Interval_19225	chr8	61084834	61085977	+	1144	118	137	86	153	62	95
Interval_19226	chr8	61138955	61140080	+	1126	331	316	429	358	368	284
Interval_19227	chr8	61273570	61273991	+	422	8	6	24	3	9	7
Interval_19228	chr8	61713461	61715192	+	1732	815	827	1013	965	896	804
Interval_19229	chr8	62863824	62864766	+	943	44	54	126	73	75	56
Interval_19230	chr8	63009531	63010306	+	776	38	58	29	65	17	45
Interval_19231	chr8	63037694	63039998	+	2305	1323	1338	1415	1444	1216	1269
Interval_19232	chr8	63085779	63086301	+	523	8	9	34	7	29	8
Interval_19233	chr8	63146662	63146898	+	237	3	1	17	11	7	6
Interval_19234	chr8	63167364	63170134	+	2771	1824	1859	1781	1981	1623	1744
Interval_19235	chr8	64695240	64695478	+	239	6	6	20	6	14	2
Interval_19236	chr8	65632907	65635163	+	2257	934	967	1027	1041	848	937
Interval_19237	chr8	65643720	65645895	+	2176	1308	1314	1389	1451	1186	1255
Interval_19238	chr8	65791344	65791666	+	323	10	11	14	14	8	6
Interval_19239	chr8	65835625	65835865	+	241	8	7	4	6	6	7
Interval_19240	chr8	65836785	65843205	+	6421	2743	2907	2992	3182	2598	2731
Interval_19241	chr8	65871429	65872360	+	932	50	46	56	60	51	49
Interval_19242	chr8	65878900	65879363	+	464	20	28	30	17	19	19
Interval_19243	chr8	65948732	65952277	+	3546	615	709	593	786	440	593
Interval_19244	chr8	65979227	65979621	+	395	8	6	27	8	24	11
Interval_19245	chr8	65979929	65980387	+	459	17	23	30	29	24	15
Interval_19246	chr8	65981267	65981936	+	670	53	41	64	43	40	33
Interval_19247	chr8	66014943	66017246	+	2304	112	110	124	145	84	102
Interval_19248	chr8	66021333	66022670	+	1338	144	155	136	183	125	131
Interval_19249	chr8	66112471	66115075	+	2605	1638	1663	1833	1872	1484	1585
Interval_19250	chr8	66126847	66127128	+	282	15	9	17	8	18	7
Interval_19251	chr8	66176851	66177737	+	887	111	120	228	111	162	108
Interval_19252	chr8	66428122	66432864	+	4743	2314	2293	2491	2516	2077	2199
Interval_19253	chr8	66438990	66439760	+	771	179	169	219	207	179	169
Interval_19254	chr8	66535318	66535654	+	337	10	13	21	16	17	9
Interval_19255	chr8	66541112	66542205	+	1094	171	183	55	218	40	133
Interval_19256	chr8	66543847	66544663	+	817	35	61	45	65	26	40
Interval_19257	chr8	66609578	66615066	+	5489	2482	2561	2477	2784	2163	2410
Interval_19258	chr8	66661485	66669690	+	8206	3195	3280	3114	3649	2519	2850
Interval_19259	chr8	66712123	66714162	+	2040	913	972	1000	1064	862	888
Interval_19260	chr8	66774395	66776372	+	1978	710	701	853	788	706	700
Interval_19261	chr8	66870399	66871249	+	851	120	124	200	143	167	126
Interval_19262	chr8	66922251	66927057	+	4807	2171	2210	2308	2398	1900	2026
Interval_19263	chr8	66962509	66963513	+	1005	76	70	106	95	91	86
Interval_19264	chr8	67028115	67029099	+	985	361	360	501	400	382	300
Interval_19265	chr8	67060516	67065594	+	5079	2483	2563	2586	2877	2262	2336
Interval_19266	chr8	67342080	67344825	+	2746	1722	1713	1700	1860	1482	1609
Interval_19267	chr8	69357066	69357413	+	348	6	11	11	10	20	6
Interval_19268	chr8	69832447	69835373	+	2927	1296	1430	1511	1489	1331	1237
Interval_19269	chr8	69942636	69943043	+	408	17	14	29	6	19	13
Interval_19270	chr8	69994570	69994872	+	303	8	6	16	12	10	9
Interval_19271	chr8	70374688	70375427	+	740	43	29	36	52	31	28
Interval_19272	chr8	70401486	70404788	+	3303	1885	1992	1993	2143	1671	1919
Interval_19273	chr8	70606261	70608852	+	2592	1219	1288	1194	1408	1000	1180
Interval_19274	chr8	70651862	70652381	+	520	30	18	22	24	21	13
Interval_19275	chr8	70668340	70669589	+	1250	437	427	528	510	440	434
Interval_19276	chr8	72536577	72537865	+	1289	16	13	65	19	53	6
Interval_19277	chr8	73008274	73010390	+	2117	1016	1120	1040	1177	847	1030
Interval_19278	chr8	73292402	73296018	+	3617	2912	2972	2914	3107	2540	2751
Interval_19279	chr8	73745237	73748002	+	2766	1679	1626	1650	1912	1430	1621
Interval_19280	chr8	73877489	73879699	+	2211	1629	1700	1592	1781	1403	1567
Interval_19281	chr8	73970629	73973218	+	2590	1596	1630	1521	1744	1292	1543
Interval_19282	chr8	73975696	73977732	+	2037	1060	1063	1064	1145	969	993
Interval_19283	chr8	73991181	73992814	+	1634	344	401	307	444	257	343
Interval_19284	chr8	74320307	74322098	+	1792	287	297	449	331	395	262
Interval_19285	chr8	74349694	74351458	+	1765	945	1012	1008	1076	864	905
Interval_19286	chr8	75324228	75324745	+	518	16	23	24	20	21	13
Interval_19287	chr8	75359480	75359952	+	473	31	22	40	41	43	31
Interval_19288	chr8	76732692	76733762	+	1071	63	43	64	53	53	45
